Year	Item	Brand	WarrantyRevenue
2009	Desktop CPU	Plus	96
2009	Refrigerator	Generic	200
2009	Guitar	Plus	72
2009	Desktop CPU	Generic	80
2009	Dryer	Generic	100
2009	Washer	Plus	120
2009	GPS	Plus	6
2009	GPS	Generic	5
2009	GPS	Plus	6
2009	Refrigerator	Generic	200
2009	Phone	Generic	35
2009	Speakers	Generic	50
2009	E-Reader	Generic	20
2009	Phone	Generic	35
2009	Desktop CPU	Generic	80
2009	MP3 Player	Generic	20
2009	Tablet	Generic	25
2009	Desktop CPU	Generic	80
2009	Tablet	Plus	30
2009	E-Reader	Plus	24
2009	Desktop CPU	Generic	80
2009	MP3 Player	Generic	20
2009	Tablet	Plus	30
2009	Dryer	Generic	100
2009	E-Reader	Plus	24
2009	Desktop CPU	Generic	80
2009	Desktop CPU	Plus	96
2009	Desktop CPU	Plus	96
2009	Phone	Generic	35
2009	GPS	Plus	6
2009	Washer	Plus	120
2009	Phone	Plus	42
2009	Camera	Plus	84
2009	Phone	Plus	42
2009	MP3 Player	Generic	20
2009	TV	Plus	168
2009	Phone	Plus	42
2009	Speakers	Plus	60
2009	MP3 Player	Plus	24
2009	TV	Plus	168
2009	Refrigerator	Plus	240
2009	GPS	Generic	5
2009	Dryer	Generic	100
2009	Desktop CPU	Plus	96
2009	TV	Generic	140
2009	Phone	Generic	35
2009	Speakers	Plus	60
2009	Desktop CPU	Generic	80
2009	Tablet	Generic	25
2009	Laptop	Plus	120
2009	Phone	Generic	35
2009	Speakers	Plus	60
2009	Laptop	Generic	100
2009	Laptop	Plus	120
2009	Laptop	Generic	100
2008	Desktop CPU	Plus	96
2008	TV	Plus	168
2008	GPS	Plus	6
2008	Desktop CPU	Plus	96
2008	GPS	Generic	5
2008	MP3 Player	Plus	24
2008	Desktop CPU	Generic	80
2008	Camera	Plus	84
2008	GPS	Plus	6
2008	Speakers	Plus	60
2008	GPS	Plus	6
2008	Phone	Plus	42
2008	Desktop CPU	Generic	80
2008	GPS	Generic	5
2008	Desktop CPU	Generic	80
2008	TV	Generic	140
2008	Camera	Generic	70
2008	TV	Plus	168
2008	GPS	Generic	5
2008	Washer	Plus	120
2008	TV	Plus	168
2008	TV	Generic	140
2008	E-Reader	Plus	24
2008	Dryer	Generic	100
2008	Refrigerator	Plus	240
2008	Speakers	Plus	60
2008	GPS	Generic	5
2008	Washer	Generic	100
2008	GPS	Generic	5
2008	MP3 Player	Generic	20
2008	Laptop	Generic	100
2008	GPS	Plus	6
2008	Camera	Generic	70
2008	Dryer	Plus	120
2008	GPS	Plus	6
2008	Camera	Plus	84
2008	MP3 Player	Plus	24
2008	Camera	Plus	84
2008	Refrigerator	Generic	200
2008	MP3 Player	Generic	20
2008	Desktop CPU	Generic	80
2008	Dryer	Plus	120
2008	Camera	Plus	84
2008	Desktop CPU	Generic	80
2008	Desktop CPU	Generic	80
2008	Camera	Generic	70
2008	TV	Plus	168
2008	Desktop CPU	Plus	96
2008	Laptop	Plus	120
2008	Phone	Generic	35
2008	Laptop	Generic	100
2008	GPS	Plus	6
2008	TV	Generic	140
2008	GPS	Generic	5
2008	Laptop	Plus	120
2008	Guitar	Plus	72
2008	Laptop	Generic	100
2008	Desktop CPU	Generic	80
2008	TV	Generic	140
2008	Desktop CPU	Generic	80
2008	Dryer	Plus	120
2008	Desktop CPU	Generic	80
2008	TV	Plus	168
2008	Laptop	Generic	100
2008	Camera	Plus	84
2008	Desktop CPU	Plus	96
2008	Phone	Plus	42
2008	TV	Plus	168
2008	Camera	Plus	84
2008	MP3 Player	Generic	20
2008	Desktop CPU	Generic	80
2008	GPS	Plus	6
2008	TV	Generic	140
2008	TV	Plus	168
2008	Desktop CPU	Plus	96
2008	Camera	Plus	84
2008	Camera	Generic	70
2008	Tablet	Plus	30
2008	TV	Generic	140
2008	Laptop	Generic	100
2008	Camera	Plus	84
2008	Laptop	Plus	120
2008	Camera	Generic	70
2008	Laptop	Generic	100
2008	Phone	Plus	42
2008	Laptop	Plus	120
2008	Laptop	Plus	120
2008	MP3 Player	Generic	20
2008	Phone	Generic	35
2008	MP3 Player	Plus	24
2008	Desktop CPU	Plus	96
2008	Laptop	Plus	120
2008	TV	Generic	140
2008	GPS	Plus	6
2008	Dryer	Generic	100
2008	Refrigerator	Generic	200
2008	MP3 Player	Plus	24
2008	Desktop CPU	Generic	80
2008	GPS	Plus	6
2008	MP3 Player	Plus	24
2008	GPS	Generic	5
2008	MP3 Player	Plus	24
2008	TV	Plus	168
2008	Desktop CPU	Plus	96
2008	TV	Generic	140
2008	Refrigerator	Plus	240
2008	TV	Plus	168
2008	Laptop	Generic	100
2008	Camera	Plus	84
2008	Camera	Generic	70
2008	Camera	Generic	70
2008	Laptop	Generic	100
2008	GPS	Generic	5
2008	Desktop CPU	Generic	80
2008	GPS	Plus	6
2008	Desktop CPU	Generic	80
2008	Desktop CPU	Generic	80
2008	Desktop CPU	Plus	96
2008	Desktop CPU	Generic	80
2008	Desktop CPU	Plus	96
2008	TV	Plus	168
2008	GPS	Generic	5
2008	Camera	Plus	84
2008	TV	Plus	168
2008	TV	Generic	140
2008	Camera	Generic	70
2008	Guitar	Plus	72
2008	TV	Plus	168
2008	TV	Plus	168
2008	Laptop	Plus	120
2008	Camera	Plus	84
2008	GPS	Plus	6
2008	Desktop CPU	Generic	80
2008	Laptop	Plus	120
2008	Guitar	Plus	72
2008	Dryer	Plus	120
2008	Desktop CPU	Generic	80
2008	Desktop CPU	Generic	80
2008	Phone	Plus	42
2008	Laptop	Plus	120
2008	MP3 Player	Generic	20
2008	Laptop	Generic	100
2008	Laptop	Plus	120
2008	Desktop CPU	Plus	96
2008	Laptop	Generic	100
2008	GPS	Generic	5
2008	Laptop	Generic	100
2008	Speakers	Generic	50
2008	Speakers	Generic	50
2008	Desktop CPU	Plus	96
2008	Washer	Generic	100
2008	Laptop	Generic	100
2008	Laptop	Generic	100
2008	Tablet	Generic	25
2008	TV	Plus	168
2008	Dryer	Generic	100
2008	Camera	Plus	84
2008	MP3 Player	Generic	20
2008	Dryer	Generic	100
2008	Washer	Generic	100
2008	GPS	Plus	6
2008	Camera	Plus	84
2008	Camera	Generic	70
2008	E-Reader	Plus	24
2008	Desktop CPU	Generic	80
2008	MP3 Player	Generic	20
2008	Washer	Plus	120
2008	Dryer	Plus	120
2008	Speakers	Plus	60
2008	Laptop	Plus	120
2008	Laptop	Plus	120
2008	Speakers	Plus	60
2008	Camera	Plus	84
2008	GPS	Plus	6
2008	Camera	Generic	70
2008	Laptop	Plus	120
2008	TV	Plus	168
2008	Camera	Plus	84
2008	MP3 Player	Plus	24
2008	Dryer	Generic	100
2008	Desktop CPU	Plus	96
2008	TV	Generic	140
2008	TV	Generic	140
2008	Camera	Plus	84
2008	Laptop	Plus	120
2008	TV	Plus	168
2008	Desktop CPU	Generic	80
2008	Speakers	Generic	50
2008	Guitar	Generic	60
2008	Camera	Plus	84
2008	Desktop CPU	Generic	80
2008	Camera	Generic	70
2008	Camera	Plus	84
2008	Camera	Generic	70
2008	Camera	Plus	84
2008	GPS	Generic	5
2008	Speakers	Generic	50
2008	Speakers	Generic	50
2008	Desktop CPU	Plus	96
2008	TV	Plus	168
2008	TV	Plus	168
2008	TV	Plus	168
2008	Speakers	Plus	60
2008	Speakers	Plus	60
2008	TV	Generic	140
2008	Desktop CPU	Plus	96
2008	Refrigerator	Generic	200
2008	E-Reader	Generic	20
2008	MP3 Player	Generic	20
2008	Camera	Generic	70
2008	Desktop CPU	Generic	80
2008	TV	Generic	140
2008	Laptop	Generic	100
2008	MP3 Player	Generic	20
2008	TV	Plus	168
2008	Camera	Plus	84
2008	Phone	Generic	35
2008	Camera	Generic	70
2008	Laptop	Generic	100
2008	TV	Plus	168
2008	TV	Plus	168
2008	Camera	Plus	84
2008	TV	Plus	168
2008	Laptop	Generic	100
2008	Desktop CPU	Plus	96
2008	Washer	Plus	120
2008	GPS	Generic	5
2008	TV	Plus	168
2008	MP3 Player	Plus	24
2008	Washer	Plus	120
2008	Camera	Generic	70
2008	Camera	Generic	70
2008	Phone	Plus	42
2008	GPS	Generic	5
2008	Desktop CPU	Plus	96
2008	Desktop CPU	Generic	80
2008	GPS	Generic	5
2008	Laptop	Plus	120
2008	Phone	Generic	35
2008	Desktop CPU	Plus	96
2008	Guitar	Plus	72
2008	Desktop CPU	Generic	80
2008	Tablet	Plus	30
2008	Laptop	Generic	100
2008	Laptop	Generic	100
2008	Desktop CPU	Generic	80
2008	GPS	Plus	6
2008	Camera	Plus	84
2008	TV	Plus	168
2008	TV	Generic	140
2008	GPS	Plus	6
2008	Laptop	Plus	120
2008	Camera	Generic	70
2008	TV	Generic	140
2008	Washer	Plus	120
2008	Camera	Generic	70
2008	Laptop	Plus	120
2008	Camera	Plus	84
2008	Camera	Plus	84
2008	MP3 Player	Plus	24
2008	Camera	Generic	70
2008	Camera	Plus	84
2008	GPS	Generic	5
2008	Camera	Generic	70
2008	Camera	Generic	70
2008	GPS	Plus	6
2008	Refrigerator	Plus	240
2008	Speakers	Generic	50
2008	TV	Plus	168
2008	TV	Plus	168
2008	Speakers	Plus	60
2008	MP3 Player	Plus	24
2008	GPS	Generic	5
2008	Phone	Generic	35
2008	TV	Plus	168
2008	GPS	Plus	6
2008	Dryer	Generic	100
2008	Phone	Plus	42
2008	Laptop	Plus	120
2008	Speakers	Plus	60
2008	Desktop CPU	Generic	80
2008	Camera	Generic	70
2008	Laptop	Generic	100
2008	GPS	Generic	5
2008	TV	Plus	168
2008	Laptop	Plus	120
2008	Camera	Plus	84
2008	Desktop CPU	Generic	80
2008	GPS	Plus	6
2008	TV	Generic	140
2008	Laptop	Plus	120
2008	Camera	Plus	84
2008	MP3 Player	Generic	20
2008	MP3 Player	Generic	20
2008	TV	Plus	168
2008	Tablet	Generic	25
2008	Laptop	Plus	120
2008	E-Reader	Generic	20
2008	Laptop	Generic	100
2008	Camera	Plus	84
2008	Camera	Generic	70
2008	Camera	Plus	84
2008	Camera	Plus	84
2008	Desktop CPU	Plus	96
2008	Laptop	Plus	120
2008	Desktop CPU	Generic	80
2008	Dryer	Generic	100
2008	Laptop	Generic	100
2008	TV	Generic	140
2008	Camera	Plus	84
2008	TV	Plus	168
2008	TV	Plus	168
2008	Laptop	Plus	120
2008	Tablet	Plus	30
2008	E-Reader	Generic	20
2008	TV	Generic	140
2008	TV	Plus	168
2008	GPS	Plus	6
2008	Camera	Generic	70
2008	MP3 Player	Plus	24
2008	Laptop	Plus	120
2008	Dryer	Plus	120
2008	Desktop CPU	Generic	80
2008	Camera	Generic	70
2008	MP3 Player	Plus	24
2008	TV	Plus	168
2008	Desktop CPU	Generic	80
2008	Camera	Plus	84
2008	Desktop CPU	Plus	96
2008	GPS	Plus	6
2008	Camera	Generic	70
2008	TV	Plus	168
2008	Desktop CPU	Generic	80
2008	Washer	Plus	120
2008	TV	Generic	140
2008	Desktop CPU	Generic	80
2008	Camera	Plus	84
2008	Desktop CPU	Plus	96
2008	Laptop	Plus	120
2008	TV	Plus	168
2008	Phone	Generic	35
2008	TV	Generic	140
2008	Desktop CPU	Plus	96
2008	Laptop	Generic	100
2008	Camera	Generic	70
2008	Desktop CPU	Generic	80
2008	E-Reader	Plus	24
2008	Camera	Generic	70
2008	Guitar	Generic	60
2008	MP3 Player	Plus	24
2008	GPS	Plus	6
2008	Guitar	Plus	72
2008	GPS	Plus	6
2008	Refrigerator	Plus	240
2008	Laptop	Plus	120
2008	Speakers	Plus	60
2008	TV	Generic	140
2008	Speakers	Plus	60
2008	Dryer	Plus	120
2008	TV	Generic	140
2008	Camera	Generic	70
2008	Dryer	Plus	120
2008	MP3 Player	Generic	20
2008	Desktop CPU	Generic	80
2008	TV	Plus	168
2008	Desktop CPU	Plus	96
2008	Speakers	Generic	50
2008	TV	Plus	168
2008	Dryer	Generic	100
2008	Desktop CPU	Plus	96
2008	TV	Plus	168
2008	Laptop	Generic	100
2008	E-Reader	Plus	24
2008	Laptop	Generic	100
2008	Washer	Plus	120
2008	Refrigerator	Generic	200
2008	Camera	Plus	84
2008	GPS	Generic	5
2008	Desktop CPU	Plus	96
2008	Refrigerator	Plus	240
2008	Dryer	Plus	120
2008	Refrigerator	Generic	200
2008	Laptop	Generic	100
2008	Camera	Generic	70
2008	Dryer	Plus	120
2008	Desktop CPU	Plus	96
2008	GPS	Plus	6
2008	GPS	Plus	6
2008	Refrigerator	Generic	200
2008	Camera	Plus	84
2008	Laptop	Generic	100
2008	Washer	Plus	120
2008	GPS	Generic	5
2008	Washer	Plus	120
2008	TV	Plus	168
2008	Camera	Generic	70
2008	Laptop	Plus	120
2008	Desktop CPU	Plus	96
2008	Desktop CPU	Plus	96
2008	Camera	Plus	84
2008	Washer	Generic	100
2008	TV	Generic	140
2008	Laptop	Generic	100
2008	Desktop CPU	Generic	80
2008	MP3 Player	Plus	24
2008	Camera	Generic	70
2008	Camera	Generic	70
2008	TV	Generic	140
2008	MP3 Player	Plus	24
2008	Camera	Generic	70
2008	MP3 Player	Plus	24
2008	Laptop	Generic	100
2008	Camera	Generic	70
2008	Camera	Plus	84
2008	Desktop CPU	Plus	96
2008	Camera	Generic	70
2008	Laptop	Plus	120
2008	TV	Plus	168
2008	Laptop	Plus	120
2008	Laptop	Plus	120
2008	Desktop CPU	Generic	80
2008	Desktop CPU	Generic	80
2008	Desktop CPU	Generic	80
2008	Refrigerator	Generic	200
2008	MP3 Player	Generic	20
2008	GPS	Generic	5
2008	Camera	Plus	84
2008	Desktop CPU	Plus	96
2008	Washer	Plus	120
2008	Camera	Generic	70
2008	Laptop	Generic	100
2008	GPS	Generic	5
2008	Desktop CPU	Plus	96
2008	TV	Plus	168
2008	MP3 Player	Plus	24
2008	Speakers	Plus	60
2008	Phone	Generic	35
2008	Speakers	Generic	50
2008	Speakers	Plus	60
2008	Desktop CPU	Plus	96
2008	Laptop	Generic	100
2008	Laptop	Plus	120
2008	Camera	Generic	70
2008	GPS	Plus	6
2008	Speakers	Plus	60
2008	TV	Plus	168
2008	Desktop CPU	Plus	96
2008	Laptop	Plus	120
2008	Dryer	Generic	100
2008	Dryer	Generic	100
2008	TV	Generic	140
2008	Phone	Plus	42
2008	Laptop	Generic	100
2008	MP3 Player	Plus	24
2008	Phone	Generic	35
2008	Dryer	Generic	100
2008	Guitar	Plus	72
2008	Camera	Generic	70
2008	GPS	Generic	5
2008	Camera	Generic	70
2008	Desktop CPU	Generic	80
2008	Tablet	Generic	25
2008	Dryer	Generic	100
2008	Speakers	Generic	50
2008	TV	Generic	140
2008	MP3 Player	Plus	24
2008	GPS	Plus	6
2008	Tablet	Generic	25
2008	Desktop CPU	Plus	96
2008	TV	Generic	140
2008	Desktop CPU	Plus	96
2008	Camera	Plus	84
2008	GPS	Plus	6
2008	TV	Plus	168
2008	Laptop	Plus	120
2008	Laptop	Plus	120
2008	Phone	Plus	42
2008	Desktop CPU	Plus	96
2008	Desktop CPU	Plus	96
2008	Dryer	Plus	120
2008	TV	Plus	168
2008	TV	Plus	168
2008	Desktop CPU	Generic	80
2008	Washer	Plus	120
2008	Camera	Generic	70
2008	TV	Generic	140
2008	Laptop	Plus	120
2008	TV	Plus	168
2008	Desktop CPU	Generic	80
2008	MP3 Player	Plus	24
2008	Tablet	Plus	30
2008	Laptop	Plus	120
2008	Guitar	Plus	72
2008	Laptop	Plus	120
2008	Laptop	Generic	100
2008	Laptop	Generic	100
2008	Laptop	Plus	120
2008	Desktop CPU	Plus	96
2008	Laptop	Plus	120
2008	Phone	Plus	42
2008	TV	Generic	140
2008	Laptop	Generic	100
2008	TV	Generic	140
2008	GPS	Plus	6
2008	GPS	Generic	5
2008	Speakers	Generic	50
2008	E-Reader	Plus	24
2008	Phone	Generic	35
2008	TV	Generic	140
2008	Washer	Generic	100
2008	Desktop CPU	Generic	80
2008	Desktop CPU	Generic	80
2008	Laptop	Generic	100
2008	GPS	Plus	6
2008	Laptop	Generic	100
2008	Laptop	Generic	100
2008	Refrigerator	Generic	200
2008	TV	Generic	140
2008	TV	Plus	168
2008	Camera	Plus	84
2008	Speakers	Generic	50
2008	Laptop	Plus	120
2008	Speakers	Generic	50
2008	Phone	Generic	35
2008	Camera	Plus	84
2008	Laptop	Plus	120
2008	Washer	Plus	120
2008	MP3 Player	Plus	24
2008	Tablet	Generic	25
2008	Dryer	Generic	100
2008	Desktop CPU	Generic	80
2008	TV	Plus	168
2008	Laptop	Generic	100
2008	GPS	Plus	6
2008	Dryer	Plus	120
2008	Washer	Generic	100
2008	TV	Generic	140
2008	Refrigerator	Plus	240
2008	TV	Plus	168
2008	TV	Generic	140
2008	Laptop	Generic	100
2008	Camera	Generic	70
2008	GPS	Generic	5
2008	Desktop CPU	Generic	80
2008	TV	Plus	168
2008	Laptop	Generic	100
2008	Camera	Plus	84
2008	GPS	Plus	6
2008	Guitar	Generic	60
2008	MP3 Player	Generic	20
2008	Phone	Plus	42
2008	Desktop CPU	Generic	80
2008	TV	Generic	140
2008	Camera	Plus	84
2008	Camera	Generic	70
2008	Desktop CPU	Plus	96
2008	Laptop	Plus	120
2008	Phone	Plus	42
2008	Laptop	Generic	100
2008	Dryer	Plus	120
2008	Laptop	Generic	100
2008	Camera	Plus	84
2008	GPS	Generic	5
2008	Laptop	Plus	120
2008	Refrigerator	Generic	200
2008	GPS	Plus	6
2008	Desktop CPU	Generic	80
2008	MP3 Player	Plus	24
2008	Camera	Generic	70
2008	TV	Generic	140
2008	E-Reader	Plus	24
2008	GPS	Generic	5
2008	Refrigerator	Plus	240
2008	TV	Plus	168
2008	Refrigerator	Plus	240
2008	TV	Plus	168
2008	Refrigerator	Plus	240
2008	Desktop CPU	Generic	80
2008	Camera	Plus	84
2008	Dryer	Generic	100
2008	GPS	Plus	6
2008	Laptop	Plus	120
2008	TV	Plus	168
2008	Desktop CPU	Generic	80
2008	Laptop	Plus	120
2008	Desktop CPU	Plus	96
2008	TV	Generic	140
2008	Dryer	Generic	100
2008	Desktop CPU	Plus	96
2008	TV	Plus	168
2008	E-Reader	Plus	24
2008	Laptop	Generic	100
2008	Laptop	Generic	100
2008	Phone	Generic	35
2008	TV	Plus	168
2008	TV	Plus	168
2008	MP3 Player	Plus	24
2008	MP3 Player	Generic	20
2008	Desktop CPU	Plus	96
2008	Desktop CPU	Generic	80
2008	Washer	Generic	100
2008	Desktop CPU	Plus	96
2008	Camera	Generic	70
2008	Laptop	Plus	120
2008	Laptop	Plus	120
2008	TV	Generic	140
2008	Speakers	Plus	60
2008	TV	Plus	168
2008	Desktop CPU	Generic	80
2008	Tablet	Generic	25
2008	Desktop CPU	Generic	80
2008	Refrigerator	Plus	240
2008	Phone	Generic	35
2008	Desktop CPU	Plus	96
2008	Laptop	Plus	120
2008	Dryer	Generic	100
2008	Phone	Plus	42
2008	Phone	Generic	35
2008	TV	Generic	140
2008	Camera	Generic	70
2008	MP3 Player	Generic	20
2008	Laptop	Plus	120
2008	Laptop	Generic	100
2008	Phone	Plus	42
2008	Laptop	Plus	120
2008	Camera	Generic	70
2008	Desktop CPU	Generic	80
2008	Desktop CPU	Generic	80
2008	Camera	Plus	84
2008	Phone	Generic	35
2008	Speakers	Generic	50
2008	Laptop	Plus	120
2008	Laptop	Generic	100
2008	Camera	Plus	84
2008	Camera	Plus	84
2008	Laptop	Plus	120
2008	Camera	Plus	84
2008	Desktop CPU	Generic	80
2008	MP3 Player	Plus	24
2008	Dryer	Plus	120
2008	Speakers	Plus	60
2008	GPS	Generic	5
2008	Camera	Generic	70
2008	Laptop	Generic	100
2008	Phone	Plus	42
2008	Desktop CPU	Generic	80
2008	Camera	Plus	84
2008	Phone	Generic	35
2008	TV	Generic	140
2008	TV	Generic	140
2008	Camera	Generic	70
2008	Speakers	Generic	50
2008	Laptop	Generic	100
2008	Phone	Generic	35
2008	Desktop CPU	Generic	80
2008	Camera	Plus	84
2008	Refrigerator	Generic	200
2008	Washer	Generic	100
2008	TV	Generic	140
2008	Speakers	Plus	60
